"studyID","pubyear","country","continent","continent2","marine","exprnc","species","family","order","class","class1","structure","structure2","process","agemin","agemax","agemaxcat","agerange","agerangecat","type","R","Rcat3","Rcat4","n","ncat","APE","APE0","logAPE","ACV","ACV0","logACV","ACVmod","ACVmod0","logACVmod","ACVused","ACVmodused","bothACVnAPEused","PA0","PA1","PAother","ASD","AAD","APE2","ACV2","AD","checkbias","biasmethod","biaspresent","checkrelage","typerelage"
"natanson_age_2015",2015,"USA","USA/Can","USA/Can","yes","no","White Shark","Lamnidae","Lamniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,32,"30",32,"30-40","between",2,"2","2",64,"51-199",8.8,8.9,2.18605127673809,NA,NA,NA,12.4450793488832,12.5450793488832,2.52932850493854,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
"natanson_age_2015",2015,"USA","USA/Can","USA/Can","yes","no","White Shark","Lamnidae","Lamniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,32,"30",32,"30-40","within",2,"2","2",66,"51-199",4,4.1,1.41098697371026,NA,NA,NA,5.65685424949238,5.75685424949238,1.75039118827963,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
"natanson_age_2015",2015,"USA","USA/Can","USA/Can","yes","no","White Shark","Lamnidae","Lamniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,32,"30",32,"30-40","between",2,"2","2",64,"51-199",11.4,11.5,2.4423470353692,NA,NA,NA,16.1220346110533,16.2220346110533,2.78637047923318,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","yes","no",NA
"natanson_validated_2002",2002,"USA","USA/Can","USA/Can","yes","no","Porbeagle Shark","Lamnidae","Lamniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,20,"20",20,"20-30","between",2,"2","2",100,"51-199",NA,NA,NA,15,15.1,2.71469474382088,15,15.1,2.71469474382088,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"natanson_validated_2014",2014,"USA","USA/Can","USA/Can","yes","no","Dusky Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,29,"20",29,"20-30","between",2,"2","2",105,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",66,89.5,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
"neer_age_2005",2005,"USA","USA/Can","USA/Can","yes","no","Bull Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,29,"20",29,"20-30","between",2,"2","2",255,"200-399",3.4,3.5,1.25276296849537,NA,NA,NA,4.80832611206852,4.90832611206852,1.59093296964303,"no","yes","no",76.1,93.4,"yes",NA,NA,NA,NA,NA,"yes","symmetry test","no","no",NA
"neer_life_2005",2005,"USA","USA/Can","USA/Can","yes","no","Cownose Ray","Myliobatidae","Myliobatiformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned (then stained)",0,18,"10",18,"10-20","within",2,"2","2",227,"200-399",3.81,3.91,1.36353737399727,NA,NA,NA,5.38815367264149,5.48815367264149,1.70259189160616,"no","yes","no",62.6,89.9,"yes",NA,NA,NA,NA,3.45,"no",NA,NA,"no",NA
"neves_age_2015",2015,"Portugal","Europe","Eur/Asia","yes","no","Small Red Scorpionfish","Scorpaenidae","Scorpaeniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,7,"0",6,"0-10","between",3,"3+","3",70,"51-199",5.267,5.367,1.68026909319469,6.842,6.942,1.93758991743959,6.842,6.942,1.93758991743959,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,3.95,"yes","agebiasplot and symmetry test","no","no",NA
"neves_age_2015",2015,"Portugal","Europe","Eur/Asia","yes","no","Small Red Scorpionfish","Scorpaenidae","Scorpaeniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,7,"0",6,"0-10","within",2,"2","2",279,"200-399",2.477,2.577,0.946625931670228,NA,NA,NA,3.50300699399816,3.60300699399816,1.2817687729237,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"neves_modelling_2017",2017,"Portugal","Europe","Eur/Asia","yes","no","Black Seabream","Sparidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",2,17,"10",15,"10-20","within",2,"2","2",604,"400+",1.89,1.99,0.688134638736401,2.67,2.77,1.01884732019925,2.67,2.77,1.01884732019925,"yes","yes","yes",75.6,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
"neves_modelling_2017",2017,"Portugal","Europe","Eur/Asia","yes","no","Black Seabream","Sparidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,17,"10",17,"10-20","between",2,"2","2",186,"51-199",2.14,2.24,0.806475865866949,3.03,3.13,1.14103300455206,3.03,3.13,1.14103300455206,"yes","yes","yes",77.3,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
"newman_age_2002",2002,"Australia","Aus/NZ","Aus/NZ","yes","no","Pearl Perch","Glaucosomatidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,26,"20",25,"20-30","within",3,"3+","3",256,"200-399",NA,NA,NA,8.8,8.9,2.18605127673809,8.8,8.9,2.18605127673809,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"niewinski_comparison_1999",1999,"USA","USA/Can","USA/Can","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","ground",1,11,"10",10,"10-20","between",2,"2","2",107,"51-199",NA,NA,NA,0.84,0.94,-0.0618754037180875,0.84,0.94,-0.0618754037180875,"yes","yes","no",96,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and t-tests","no","yes","none"
"niewinski_comparison_1999",1999,"USA","USA/Can","USA/Can","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"pressed",1,6,"0",5,"0-10","between",2,"2","2",107,"51-199",NA,NA,NA,4.96,5.06,1.62136648329937,4.96,5.06,1.62136648329937,"yes","yes","no",83,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and t-tests","no","yes","none"
"niewinski_comparison_1999",1999,"USA","USA/Can","USA/Can","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","spines","dorsal","ground",1,10,"10",9,"0-10","between",2,"2","2",107,"51-199",NA,NA,NA,6.36,6.46,1.86562931779451,6.36,6.46,1.86562931779451,"yes","yes","no",80,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and t-tests","no","yes","none"
"ochwadadoyle_reproduction_2014",2014,"Australia","Aus/NZ","Aus/NZ","no","no","Sand Whiting","Sillaginidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",0,11,"10",11,"10-20","within",2,"2","2",175,"51-199",NA,NA,NA,1.11,1.21,0.19062035960865,1.11,1.21,0.19062035960865,"yes","yes","no",64,97,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"oele_precision_2015",2015,"USA","USA/Can","USA/Can","no","yes","Northern Pike","Esocidae","Esociformes","Actinopteri","Actinopteri","other",NA,"whole",2,10,"10",8,"0-10","between",3,"3+","3",190,"51-199",NA,NA,NA,12.37,12.47,2.52332575969195,12.37,12.47,2.52332575969195,"yes","yes","no",39,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"oele_precision_2015",2015,"USA","USA/Can","USA/Can","no","yes","Northern Pike","Esocidae","Esociformes","Actinopteri","Actinopteri","finrays","anal","sectioned",2,10,"10",8,"0-10","between",3,"3+","3",190,"51-199",NA,NA,NA,14.12,14.22,2.65464942437509,14.12,14.22,2.65464942437509,"yes","yes","no",33,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"oele_precision_2015",2015,"USA","USA/Can","USA/Can","no","yes","Northern Pike","Esocidae","Esociformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",2,10,"10",8,"0-10","between",3,"3+","3",190,"51-199",NA,NA,NA,11.58,11.68,2.45787797740008,11.58,11.68,2.45787797740008,"yes","yes","no",36,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"oele_precision_2015",2015,"USA","USA/Can","USA/Can","no","yes","Northern Pike","Esocidae","Esociformes","Actinopteri","Actinopteri","scales",NA,"pressed",2,8,"0",6,"0-10","between",3,"3+","3",190,"51-199",NA,NA,NA,18.63,18.73,2.930126516456,18.63,18.73,2.930126516456,"yes","yes","no",17,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","Gummy Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (stained)",NA,NA,NA,NA,NA,"within",2,"2","2",144,"51-199",8.6,8.7,2.16332302566054,NA,NA,NA,12.1622366364086,12.2622366364086,2.50652434750762,"no","yes","no",41,NA,"no",NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","Gummy Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (stained)",NA,NA,NA,NA,NA,"within",2,"2","2",144,"51-199",9,9.1,2.2082744135228,NA,NA,NA,12.7279220613579,12.8279220613579,2.55162420614655,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","yes","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","Gummy Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (stained)",NA,NA,NA,NA,NA,"within",2,"2","2",144,"51-199",8.1,8.2,2.10413415427021,NA,NA,NA,11.4551298552221,11.5551298552221,2.44712948167463,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","yes","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","Gummy Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (stained)",NA,NA,NA,NA,NA,"within",2,"2","2",144,"51-199",12.5,12.6,2.53369681395743,NA,NA,NA,17.6776695296637,17.7776695296637,2.87794314892265,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","School Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (stained)",NA,NA,NA,NA,NA,"within",2,"2","2",144,"51-199",5,5.1,1.62924053973028,NA,NA,NA,7.07106781186548,7.17106781186548,1.97005457125867,"no","yes","no",49,NA,"no",NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","School Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (stained)",NA,NA,NA,NA,NA,"within",2,"2","2",144,"51-199",6.1,6.2,1.82454929205105,NA,NA,NA,8.62670273047588,8.72670273047588,2.16638760440356,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","School Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (stained)",NA,NA,NA,NA,NA,"within",2,"2","2",144,"51-199",10.6,10.7,2.37024374146786,NA,NA,NA,14.9906637611548,15.0906637611548,2.71407625863508,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","yes","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","School Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (stained)",NA,NA,NA,NA,NA,"within",2,"2","2",144,"51-199",10.5,10.6,2.36085400111802,NA,NA,NA,14.8492424049175,14.9492424049175,2.70466062329631,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","yes","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","Gummy Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (xrayed)",NA,NA,NA,NA,NA,"within",2,"2","2",72,"51-199",6.6,6.7,1.90210752639692,NA,NA,NA,9.33380951166243,9.43380951166243,2.2442999929752,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","Gummy Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (xrayed)",NA,NA,NA,NA,NA,"within",2,"2","2",72,"51-199",7.2,7.3,1.98787434815435,NA,NA,NA,10.1823376490863,10.2823376490863,2.3304276319471,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","Gummy Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (xrayed)",NA,NA,NA,NA,NA,"within",2,"2","2",72,"51-199",8,8.1,2.09186406167839,NA,NA,NA,11.3137084989848,11.4137084989848,2.43481513288746,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","School Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (xrayed)",NA,NA,NA,NA,NA,"within",2,"2","2",72,"51-199",8.9,9,2.19722457733622,NA,NA,NA,12.5865007051205,12.6865007051205,2.54053849154212,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","School Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (xrayed)",NA,NA,NA,NA,NA,"within",2,"2","2",72,"51-199",8.7,8.8,2.17475172148416,NA,NA,NA,12.3036579926459,12.4036579926459,2.51799142851415,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"officer_sources_1996",1996,"Australia","Aus/NZ","Aus/NZ","yes","yes","School Shark","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (xrayed)",NA,NA,NA,NA,NA,"within",2,"2","2",72,"51-199",6.8,6.9,1.93152141160321,NA,NA,NA,9.61665222413705,9.71665222413705,2.2738411377606,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"ohta_age-based_2016",2016,"Japan","Asia","Eur/Asia","yes","no","White-Streaked Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",2,20,"20",18,"10-20","within",2,"2","2",781,"400+",NA,NA,NA,0.85,0.95,-0.0512932943875506,0.85,0.95,-0.0512932943875506,"yes","yes","no",90,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"ohta_age-based_2017",2017,"Japan","Asia","Eur/Asia","yes","no","Camouflage Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",3,26,"20",23,"20-30","within",2,"2","2",155,"51-199",NA,NA,NA,2.9,3,1.09861228866811,2.9,3,1.09861228866811,"yes","yes","no",68.4,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"ohta_age-based_2017",2017,"Japan","Asia","Eur/Asia","yes","no","Greasy Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",2,23,"20",21,"20-30","within",2,"2","2",136,"51-199",NA,NA,NA,2.8,2.9,1.06471073699243,2.8,2.9,1.06471073699243,"yes","yes","no",67.6,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"ohta_age-based_2017",2017,"Japan","Asia","Eur/Asia","yes","no","Black-Saddle Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",2,17,"10",15,"10-20","within",2,"2","2",139,"51-199",NA,NA,NA,2.3,2.4,0.8754687373539,2.3,2.4,0.8754687373539,"yes","yes","no",78.4,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"oplinger_hard_2015",2015,"USA","USA/Can","USA/Can","no","no","Northern Leatherside Chub","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","sagittae","ground",0,7,"0",7,"0-10","within",2,"2","2",29,"1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",90,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"oplinger_hard_2015",2015,"USA","USA/Can","USA/Can","no","no","Northern Leatherside Chub","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","scales",NA,"unknown",0,5,"0",5,"0-10","within",2,"2","2",29,"1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",62,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"ozcan_preliminary_2018",2018,"Turkey","Europe","Eur/Asia","yes","no","Common Smoothhound","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,25,"20",25,"20-30","between",2,"2","2",155,"51-199",3.03,3.13,1.14103300455206,NA,NA,NA,4.28506709399048,4.38506709399048,1.47820492650309,"no","yes","no",87,89,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot and t-tests","no","no",NA
"paiva_age_2018",2018,"Portugal","Europe","Eur/Asia","yes","no","Salema Porgy","Sparidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,14,"10",14,"10-20","between",2,"2","2",115,"51-199",1.37,1.47,0.385262400790645,NA,NA,NA,1.93747258045114,2.03747258045114,0.711710108595036,"no","yes","no",79.1,97.4,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
"pajuelo_biology_2000",2000,"Spain","Europe","Eur/Asia","yes","no","Sand Smelt","Atherinidae","Atheriniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,3,"0",3,"0-10","within",2,"2","2",912,"400+",2.4,2.5,0.916290731874155,NA,NA,NA,3.39411254969543,3.49411254969543,1.25107942346994,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"pajuelo_biology_2001",2001,"Spain","Europe","Eur/Asia","yes","no","Annular Seabream","Sparidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,6,"0",6,"0-10","within",2,"2","2",371,"200-399",2.9,3,1.09861228866811,NA,NA,NA,4.10121933088198,4.20121933088198,1.43537480003219,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"pajuelo_growth_2003",2003,"Spain","Europe","Eur/Asia","yes","no","Two-Banded Seabream","Sparidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,9,"0",8,"0-10","within",2,"2","2",519,"400+",4.8,4.9,1.58923520511658,NA,NA,NA,6.78822509939086,6.88822509939086,1.92981344652625,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"pajuelo_life_2006",2006,"Spain","Europe","Eur/Asia","yes","no","Red-Banded Seabream","Sparidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,18,"10",18,"10-20","within",2,"2","2",279,"200-399",2.83,2.93,1.07500242302898,NA,NA,NA,4.00222438151586,4.10222438151586,1.41152935866998,"no","yes","no",91.5,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"parra_age_2008",2008,"Mexico","SCAmer","other","yes","no","Blue Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (stained)",1,16,"10",15,"10-20","between",3,"3+","3",149,"51-199",3,3.1,1.1314021114911,NA,NA,NA,NA,NA,NA,"no","no","no",73,90,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"parsons_age_2018",2018,"USA","USA/Can","USA/Can","yes","no","Spiny Butterfly Ray","Gymnuridae","Myliobatiformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (xrayed)",0,18,"10",18,"10-20","within",2,"2","2",49,"1-50",1.29,1.39,0.3293037471426,1.82,1.92,0.65232518603969,1.82,1.92,0.65232518603969,"yes","yes","yes",90,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
"parsons_age_2018",2018,"USA","USA/Can","USA/Can","yes","no","Spiny Butterfly Ray","Gymnuridae","Myliobatiformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (xrayed)",0,18,"10",18,"10-20","within",2,"2","2",49,"1-50",1.07,1.17,0.157003748809665,1.51,1.61,0.476234178996372,1.51,1.61,0.476234178996372,"yes","yes","yes",92,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
"parsons_age_2018",2018,"USA","USA/Can","USA/Can","yes","no","Spiny Butterfly Ray","Gymnuridae","Myliobatiformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (xrayed)",0,18,"10",18,"10-20","between",2,"2","2",49,"1-50",6,6.1,1.80828877117927,8.48,8.58,2.14943391349987,8.48,8.58,2.14943391349987,"yes","yes","yes",59,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
"parsons_age_2018",2018,"USA","USA/Can","USA/Can","yes","no","Spiny Butterfly Ray","Gymnuridae","Myliobatiformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (xrayed)",0,18,"10",18,"10-20","between",2,"2","2",49,"1-50",3.65,3.75,1.32175583998232,5.17,5.27,1.66203036255327,5.17,5.27,1.66203036255327,"yes","yes","yes",78,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
"perry_comparisons_2012",2012,"Canada","USA/Can","USA/Can","no","no","Longnose Sucker","Catostomidae","Cypriniformes","Actinopteri","Actinopteri","other",NA,"whole",8,43,"40",35,"30-40","within",4,"3+","4+",106,"51-199",NA,NA,NA,3.5,3.6,1.28093384546206,3.5,3.6,1.28093384546206,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"perry_comparisons_2012",2012,"Canada","USA/Can","USA/Can","no","no","Longnose Sucker","Catostomidae","Cypriniformes","Actinopteri","Actinopteri","other",NA,"sectioned",8,48,"40",40,"40-50","within",4,"3+","4+",106,"51-199",NA,NA,NA,8.03,8.13,2.09556092355972,8.03,8.13,2.09556092355972,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"piercy_age_2007",2007,"USA","USA/Can","USA/Can","yes","no","Scalloped Hammerhead Shark","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,32,"30",32,"30-40","between",2,"2","2",307,"200-399",3.2,3.3,1.19392246847243,NA,NA,NA,4.5254833995939,4.6254833995939,1.53158088433379,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","symmetry test","no","no",NA
"polat_differences_2005",2005,"Turkey","Europe","Eur/Asia","no","yes","Red Mullet","Mullidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","cracked (then burnt)",2,6,"0",4,"0-10","between",2,"2","2",51,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",87,NA,"no",0.37,NA,NA,NA,NA,"no",NA,NA,"no",NA
"polat_differences_2005",2005,"Turkey","Europe","Eur/Asia","no","yes","Red Mullet","Mullidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",2,4,"0",2,"0-10","between",2,"2","2",51,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",80,NA,"no",0.44,NA,NA,NA,NA,"no",NA,NA,"no",NA
"porta_comparison_2018",2018,"USA","USA/Can","USA/Can","no","yes","Saugeye","Percidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,6,"0",6,"0-10","between",2,"2","2",47,"1-50",NA,NA,NA,3.2,3.3,1.19392246847243,3.2,3.3,1.19392246847243,"yes","yes","no",97.7,100,"no",NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"porta_comparison_2018",2018,"USA","USA/Can","USA/Can","no","yes","Saugeye","Percidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","cracked",0,6,"0",6,"0-10","between",2,"2","2",47,"1-50",NA,NA,NA,0,0.1,-2.30258509299405,0,0.1,-2.30258509299405,"yes","yes","no",100,100,"no",NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"porta_comparison_2018",2018,"USA","USA/Can","USA/Can","no","yes","Saugeye","Percidae","Perciformes","Actinopteri","Actinopteri","spines","dorsal","ground",0,7,"0",7,"0-10","between",2,"2","2",47,"1-50",NA,NA,NA,22.3,22.4,3.10906095886099,22.3,22.4,3.10906095886099,"yes","yes","no",55,NA,"no",NA,NA,NA,NA,NA,"yes","t-tests","no","no",NA
"power_precision_2006",2006,"Norway","Europe","Eur/Asia","yes","yes","Blue Whiting","Gadidae","Gadiformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,12,"10",12,"10-20","between",2,"2","2",251,"200-399",NA,NA,NA,5.58,5.68,1.73695123273306,5.58,5.68,1.73695123273306,"yes","yes","no",66.93,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot, regression, and tests","yes","yes","other"
"power_precision_2006",2006,"Norway","Europe","Eur/Asia","yes","yes","Blue Whiting","Gadidae","Gadiformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,12,"10",12,"10-20","between",2,"2","2",350,"200-399",NA,NA,NA,8.92,9.02,2.19944433407453,8.92,9.02,2.19944433407453,"yes","yes","no",60.45,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot, regression, and tests","yes","yes","other"
"power_precision_2006",2006,"Norway","Europe","Eur/Asia","yes","yes","Blue Whiting","Gadidae","Gadiformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,12,"10",12,"10-20","between",2,"2","2",299,"200-399",NA,NA,NA,8.35,8.45,2.13416644136908,8.35,8.45,2.13416644136908,"yes","yes","no",62.2,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot, regression, and tests","yes","yes","other"
"power_precision_2006",2006,"Norway","Europe","Eur/Asia","yes","yes","Blue Whiting","Gadidae","Gadiformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,12,"10",12,"10-20","within",2,"2","2",299,"200-399",NA,NA,NA,4.76,4.86,1.5810384379124,4.76,4.86,1.5810384379124,"yes","yes","no",62.27,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot, regression, and tests","yes","yes","other"
