"studyID","pubyear","pubyear5","country","continent","USA","marine","exprnc","species","family","order","class","class1","structure","structure2","process","process2","agemin","agemax","agemaxcat","agerange","agerangecat","type","R","Rcat3","Rcat4","n","ncat","nperage","APE","ACV","ACVmod","ACVused","ACVmodused","bothACVnAPEused","PA0","PA1","PAother","ASD","AAD","APE2","ACV2","AD","checkbias","bias_usedplot","bias_usedregression","bias_usedsymtest","bias_usedttest","bias_usedother","biasmethod","biaspresent","checkrelage","typerelage"
"marriott_geographic_2006",2006,"2006-10","Australia","Australia","Other","yes","no","Two-spot Red Snapper","Lutjanidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned (then etched)","Ground/
Sectioned",NA,NA,NA,NA,NA,"Between",2,"2","2",86,"5-199",NA,2.24,NA,3.16783837971573,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"marriott_geographic_2006",2006,"2006-10","Australia","Australia","Other","yes","no","Two-spot Red Snapper","Lutjanidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned (then etched)","Ground/
Sectioned",NA,NA,NA,NA,NA,"Between",2,"2","2",82,"5-199",NA,12.03,NA,17.0129891553483,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"marriott_geographic_2006",2006,"2006-10","Australia","Australia","Other","yes","no","Two-spot Red Snapper","Lutjanidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",NA,NA,NA,NA,NA,"Between",2,"2","2",168,"5-199",NA,9.11,NA,12.8834855532189,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"marriott_geographic_2006",2006,"2006-10","Australia","Australia","Other","yes","no","Two-spot Red Snapper","Lutjanidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",NA,NA,NA,NA,NA,"Between",2,"2","2",78,"5-199",NA,7,NA,9.89949493661167,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"marriott_geographic_2006",2006,"2006-10","Australia","Australia","Other","yes","no","Two-spot Red Snapper","Lutjanidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned (then etched)","Ground/
Sectioned",NA,NA,NA,NA,NA,"Between",2,"2","2",74,"5-199",NA,8.47,NA,11.9783888733001,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"matic-skoko_age_2011",2011,"2011-15","Croatia","Europe","Other","yes","yes","Forkbeard","Phycidae","Gadiformes","Actinopteri","Actinopteri","Otoliths","Sagittae","ground","Ground/
Sectioned",1,5,"1-9",4,"0-10","Within",2,"2","2",427,"400+",106.75,3.4,4.8,4.8,"yes","yes","yes",85.4,99.8,"yes",NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","no","no",NA
"matic-skoko_age_2011",2011,"2011-15","Croatia","Europe","Other","yes","yes","Forkbeard","Phycidae","Gadiformes","Actinopteri","Actinopteri","Otoliths","Sagittae","ground","Ground/
Sectioned",1,5,"1-9",4,"0-10","Within",2,"2","2",427,"400+",106.75,6.7,9.5,9.5,"yes","yes","yes",68.1,99,"yes",NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","no","no",NA
"matic-skoko_age_2011",2011,"2011-15","Croatia","Europe","Other","yes","yes","Forkbeard","Phycidae","Gadiformes","Actinopteri","Actinopteri","Otoliths","Sagittae","ground","Ground/
Sectioned",1,5,"1-9",4,"0-10","Between",2,"2","2",427,"400+",106.75,4.2,6,6,"yes","yes","yes",65.7,100,"yes",NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","yes","no",NA
"matta_age_2020",2020,"2016-20","USA","N. America","USA","yes","no","Pacific Sand Lance","Ammodytidae","Trachiniformes","Actinopteri","Actinopteri","Otoliths",NA,"whole and ground","Whole",0,4,"1-9",4,"0-10","Within",2,"2","2",123,"5-199",30.75,4.31,6.09,6.09,"yes","yes","yes",84,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","cracked (then burnt)","Cracked",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,8.7,8.7,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","cracked (then burnt)","Cracked",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,14.2,14.2,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","cracked (then burnt)","Cracked",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,11.1,11.1,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Other",NA,"whole","Whole",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,6.9,6.9,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Other",NA,"whole","Whole",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,14.1,14.1,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Other",NA,"whole","Whole",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,14.6,14.6,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,11.2,11.2,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,13.9,13.9,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,11.9,11.9,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,17.2,17.2,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,27.3,27.3,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"may_comparison_2005",2005,"2001-05","USA","N. America","USA","no","yes","Yellow Perch","Percidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",NA,NA,NA,NA,NA,"Within",3,"3+","3",217,"200-399",NA,NA,13.8,13.8,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"mcauley_validated_2006",2006,"2006-10","Australia","Australia","Other","yes","no","Sandbar Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","Vertebrae",NA,"sectioned","Ground/
Sectioned",0,25,"20-29",25,"20-30","Within",3,"3+","3",680,"400+",27.2,10,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"mcauley_validated_2006",2006,"2006-10","Australia","Australia","Other","yes","no","Sandbar Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","Vertebrae",NA,"sectioned","Ground/
Sectioned",0,25,"20-29",25,"20-30","Within",3,"3+","3",680,"400+",27.2,14,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"mcauley_validated_2006",2006,"2006-10","Australia","Australia","Other","yes","no","Sandbar Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","Vertebrae",NA,"sectioned","Ground/
Sectioned",0,25,"20-29",25,"20-30","Within",3,"3+","3",680,"400+",27.2,12.6,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"mcdowell_life_2013",2013,"2011-15","USA","N. America","USA","yes","no","Southern Kingfish","Sciaenidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",0,5,"1-9",5,"0-10","Between",2,"2","2",2253,"400+",450.6,NA,0.4,0.4,"yes","yes","no",99.5,100,"no",NA,NA,NA,NA,NA,"yes","no","no","yes","no","no","symmetry test",NA,"no",NA
"mcdowell_life_2013",2013,"2011-15","USA","N. America","USA","yes","no","Southern Kingfish","Sciaenidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",0,5,"1-9",5,"0-10","Within",2,"2","2",110,"5-199",22,NA,0,0,"yes","yes","no",100,100,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"mcdowell_life_2013",2013,"2011-15","USA","N. America","USA","yes","no","Southern Kingfish","Sciaenidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",0,5,"1-9",5,"0-10","Within",2,"2","2",110,"5-199",22,NA,1.2,1.2,"yes","yes","no",99,100,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"mcinerny_potential_2019",2019,"2016-20","USA","N. America","USA","no","yes","White Crappie","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",1,8,"1-9",7,"0-10","Between",2,"2","2",201,"200-399",28.7142857142857,NA,3,3,"yes","yes","no",91,NA,"no",NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","no","no",NA
"mcinerny_potential_2019",2019,"2016-20","USA","N. America","USA","no","yes","White Crappie","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Scales",NA,"pressed","Other",1,9,"1-9",8,"0-10","Between",2,"2","2",199,"5-199",24.875,NA,1.8,1.8,"yes","yes","no",92,NA,"no",NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","no","no",NA
"meeuwig_morphology_2005",2005,"2001-05","USA","N. America","USA","no","no","Pacific Lamprey","Petromyzontidae","Petromyzontiformes","Petromyzonti","other","Other","Statoliths","whole","Whole",1,5,"1-9",4,"0-10","Within",2,"2","2",36,"1-49",9,8.4,NA,11.879393923934,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"meeuwig_morphology_2005",2005,"2001-05","USA","N. America","USA","no","no","Pacific Lamprey","Petromyzontidae","Petromyzontiformes","Petromyzonti","other","Other","Statoliths","whole","Whole",0,6,"1-9",6,"0-10","Within",2,"2","2",36,"1-49",6,17.8,NA,25.1730014102411,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"meeuwig_morphology_2005",2005,"2001-05","USA","N. America","USA","no","no","Pacific Lamprey","Petromyzontidae","Petromyzontiformes","Petromyzonti","other","Other","Statoliths","whole","Whole",1,6,"1-9",5,"0-10","Within",2,"2","2",36,"1-49",7.2,11.8,NA,16.6877200360025,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"meeuwig_morphology_2005",2005,"2001-05","USA","N. America","USA","no","no","Western Brook Lamprey","Petromyzontidae","Petromyzontiformes","Petromyzonti","other","Other","Statoliths","whole","Whole",0,6,"1-9",6,"0-10","Within",2,"2","2",55,"5-199",9.16666666666667,10.5,NA,14.8492424049175,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"meeuwig_morphology_2005",2005,"2001-05","USA","N. America","USA","no","no","Western Brook Lamprey","Petromyzontidae","Petromyzontiformes","Petromyzonti","other","Other","Statoliths","whole","Whole",0,5,"1-9",5,"0-10","Within",2,"2","2",55,"5-199",11,13.3,NA,18.8090403795622,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"meeuwig_morphology_2005",2005,"2001-05","USA","N. America","USA","no","no","Western Brook Lamprey","Petromyzontidae","Petromyzontiformes","Petromyzonti","other","Other","Statoliths","whole","Whole",0,4,"1-9",4,"0-10","Within",2,"2","2",55,"5-199",13.75,6.4,NA,9.05096679918781,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"mendez_villamil_aspects_2002",2002,"2001-05","Spain","Europe","Other","yes","no","Salema Porgy","Sparidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",0,11,"10-19",11,"10-20","Between",2,"2","2",960,"400+",87.2727272727273,3.1,NA,4.38406204335659,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"meneghesso_life-history_2013",2013,"2011-15","Italy","Europe","Other","yes","no","Atlantic Mackerel","Scombridae","Scombriformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",0,3,"1-9",3,"0-10","Between",2,"2","2",684,"400+",228,2.83,4,4,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"metcalf_non-destructive_2005",2005,"2001-05","Australia","Australia","Other","yes","no","Blue-Throated Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",1,12,"10-19",11,"10-20","Within",3,"3+","3",50,"5-199",4.54545454545455,9.75,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"metcalf_non-destructive_2005",2005,"2001-05","Australia","Australia","Other","yes","no","Blue-Throated Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","Scales",NA,"mounted","Other",1,11,"10-19",10,"10-20","Within",3,"3+","3",50,"5-199",5,8.75,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"metcalf_non-destructive_2005",2005,"2001-05","Australia","Australia","Other","yes","no","Blue-Throated Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","Spines","Dorsal","sectioned","Ground/
Sectioned",1,11,"10-19",10,"10-20","Within",3,"3+","3",50,"5-199",5,17,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"metcalf_non-destructive_2005",2005,"2001-05","Australia","Australia","Other","yes","no","Blue-Throated Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","Spines","Dorsal","sectioned","Ground/
Sectioned",1,11,"10-19",10,"10-20","Within",3,"3+","3",50,"5-199",5,7,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"miller_using_2010",2010,"2006-10","Australia","Australia","Other","yes","no","Chinaman Leatherjacket","Monacanthidae","Tetraodontiformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",1,6,"1-9",5,"0-10","Within",2,"2","2",585,"400+",117,NA,6.6,6.6,"yes","yes","no",80.5,99.3,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"mofu_life_2020",2020,"2016-20","South Africa","Africa","Other","no","no","River Goby","Gobiidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",0,7,"1-9",7,"0-10","Between",3,"3+","3",1424,"400+",203.428571428571,2.9,3.9,3.9,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"moore_age_2019",2019,"2016-20","Ireland","Europe","Other","yes","yes","European Sprat","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",0,3,"1-9",3,"0-10","Within",2,"2","2",533,"400+",177.666666666667,NA,0,0,"yes","yes","no",100,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"moore_age_2019",2019,"2016-20","Ireland","Europe","Other","yes","yes","European Sprat","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",0,3,"1-9",3,"0-10","Between",4,"3+","4+",60,"5-199",20,NA,2.7,2.7,"yes","yes","no",93.3,NA,"no",NA,NA,NA,NA,NA,"yes","no","no","yes","yes","no","t-tests, symmetry test","no","no",NA
"moore_age-based_2019",2019,"2016-20","Australia","Australia","Other","yes","yes","Humpback Red Snapper","Lutjanidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",3,38,"30+",35,"30-40","Between",2,"2","2",243,"200-399",6.94285714285714,NA,4.19,4.19,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","yes","no","agebiasplot, t-tests","no","no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Finrays","Pectoral","sectioned","Ground/
Sectioned",1,10,"10-19",9,"0-10","Between",3,"3+","3",49,"1-49",5.44444444444444,NA,32.6,32.6,"yes","yes","no",14,37,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Finrays","Pectoral","sectioned","Ground/
Sectioned",1,10,"10-19",9,"0-10","Between",3,"3+","3",38,"1-49",4.22222222222222,NA,26.1,26.1,"yes","yes","no",16,42,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Finrays","Pectoral","sectioned","Ground/
Sectioned",1,10,"10-19",9,"0-10","Between",3,"3+","3",73,"5-199",8.11111111111111,NA,26.2,26.2,"yes","yes","no",15,33,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Finrays","Pectoral","sectioned","Ground/
Sectioned",1,10,"10-19",9,"0-10","Between",3,"3+","3",33,"1-49",3.66666666666667,NA,18.2,18.2,"yes","yes","no",27,49,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Finrays","Pectoral","sectioned","Ground/
Sectioned",1,10,"10-19",9,"0-10","Between",3,"3+","3",41,"1-49",4.55555555555556,NA,15.6,15.6,"yes","yes","no",36,40,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Finrays","Pectoral","sectioned","Ground/
Sectioned",1,10,"10-19",9,"0-10","Between",3,"3+","3",53,"5-199",5.88888888888889,NA,11.7,11.7,"yes","yes","no",31,40,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Scales",NA,"pressed","Other",1,10,"10-19",9,"0-10","Between",3,"3+","3",49,"1-49",5.44444444444444,NA,45.7,45.7,"yes","yes","no",0,6,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Scales",NA,"pressed","Other",1,10,"10-19",9,"0-10","Between",3,"3+","3",38,"1-49",4.22222222222222,NA,31.8,31.8,"yes","yes","no",5,16,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Scales",NA,"pressed","Other",1,10,"10-19",9,"0-10","Between",3,"3+","3",74,"5-199",8.22222222222222,NA,43.9,43.9,"yes","yes","no",1,15,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Scales",NA,"pressed","Other",1,10,"10-19",9,"0-10","Between",3,"3+","3",33,"1-49",3.66666666666667,NA,31.1,31.1,"yes","yes","no",3,42,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Scales",NA,"pressed","Other",1,10,"10-19",9,"0-10","Between",3,"3+","3",41,"1-49",4.55555555555556,NA,29,29,"yes","yes","no",5,26,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Scales",NA,"pressed","Other",1,10,"10-19",9,"0-10","Between",3,"3+","3",53,"5-199",5.88888888888889,NA,41.8,41.8,"yes","yes","no",0,24,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Spines","Dorsal","sectioned","Ground/
Sectioned",1,13,"10-19",12,"10-20","Between",3,"3+","3",49,"1-49",4.08333333333333,NA,17.7,17.7,"yes","yes","no",31,38,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Spines","Dorsal","sectioned","Ground/
Sectioned",1,13,"10-19",12,"10-20","Between",3,"3+","3",38,"1-49",3.16666666666667,NA,21.7,21.7,"yes","yes","no",18,40,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Spines","Dorsal","sectioned","Ground/
Sectioned",1,13,"10-19",12,"10-20","Between",3,"3+","3",73,"5-199",6.08333333333333,NA,12.9,12.9,"yes","yes","no",27,52,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Spines","Dorsal","sectioned","Ground/
Sectioned",1,13,"10-19",12,"10-20","Between",3,"3+","3",33,"1-49",2.75,NA,15.5,15.5,"yes","yes","no",33,43,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Spines","Dorsal","sectioned","Ground/
Sectioned",1,13,"10-19",12,"10-20","Between",3,"3+","3",42,"1-49",3.5,NA,14.8,14.8,"yes","yes","no",19,57,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morehouse_estimating_2013",2013,"2011-15","USA","N. America","USA","no","yes","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","Spines","Dorsal","sectioned","Ground/
Sectioned",1,13,"10-19",12,"10-20","Between",3,"3+","3",52,"5-199",4.33333333333333,NA,11.9,11.9,"yes","yes","no",33,36,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"morrow_age_1998",1998,"1996-2000","USA","N. America","USA","no","no","Shovelnose Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","Finrays","Pectoral","sectioned","Ground/
Sectioned",2,16,"10-19",14,"10-20","Between",2,"2","2",200,"200-399",14.2857142857143,NA,NA,NA,"no","no","no",31.5,67.12,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"yes","negative"
